"","week_nr","cust","brand","format","category","regprice","discount","quantity","holiday"
"1524",40,219,"D","supermarket","z",28.7480403436348,2,2,0
"1525",40,38,"C","supermarket","z",19.1554950387217,0,1,0
"1526",40,142,"D","convenience","z",32.4422981869429,14,2,0
"1527",40,101,"C","hypermarket","z",31.8078970047645,11,2,0
"1528",40,164,"A","convenience","z",18.5969328205101,10,2,0
"1529",40,276,"E","supermarket","z",19.7744496096857,14,2,0
"1530",40,43,"A","supermarket","z",44.1053580748849,0,1,0
"1531",40,174,"C","supermarket","z",44.290684859734,3,2,0
"1532",41,96,"E","hypermarket","z",23.4099701070227,0,1,0
"1533",41,258,"B","hypermarket","z",35.0260676024482,2,2,0
"1534",41,262,"C","convenience","z",16.6886235005222,0,1,0
"1535",41,284,"E","supermarket","z",41.9015185930766,6,2,0
"1536",41,202,"A","supermarket","z",15.6521574268118,0,1,0
"1537",41,69,"A","supermarket","z",27.5193229783326,3,2,0
"1538",41,229,"B","hypermarket","z",37.3628897359595,0,1,0
"1539",41,54,"E","supermarket","z",18.4376105200499,15,2,0
"1540",41,155,"E","convenience","z",41.139072321821,0,1,0
"1541",41,115,"B","supermarket","z",25.0637484504841,0,1,0
"1542",41,50,"A","hypermarket","z",41.4880949794315,0,1,0
"1543",41,230,"D","hypermarket","z",34.2535222903825,0,1,0
"1544",41,198,"C","convenience","z",15.6709083239548,11,2,0
"1545",41,120,"D","convenience","z",38.0302378116176,0,1,0
"1546",41,95,"C","hypermarket","z",28.0558175593615,1,2,0
"1547",41,285,"B","supermarket","z",38.2916476973332,0,1,0
"1548",41,90,"C","convenience","z",38.1815541931428,0,1,0
"1549",41,141,"C","hypermarket","z",30.8183515886776,0,1,0
"1550",41,205,"A","hypermarket","z",36.1377651896328,0,1,0
"1551",41,151,"A","convenience","z",34.700369706843,0,1,0
"1552",41,275,"A","hypermarket","z",43.6825426924042,4,2,0
"1553",41,41,"E","hypermarket","z",25.2270227484405,7,2,0
"1554",41,177,"B","hypermarket","z",40.9077462670393,10,2,0
"1555",41,87,"C","convenience","z",40.7611866155639,3,2,0
"1556",41,2,"A","convenience","z",30.0082317343913,1,2,0
"1557",41,139,"D","supermarket","z",24.3270978843793,10,2,0
"1558",41,97,"E","supermarket","z",18.0573085835204,8,2,0
"1559",41,59,"E","hypermarket","z",22.554899265524,0,1,0
"1560",41,237,"D","supermarket","z",36.7115520942025,3,2,0
"1561",41,91,"C","supermarket","z",36.7558137257583,14,2,0
"1562",41,175,"C","supermarket","z",27.2906781127676,9,2,0
"1563",41,30,"B","supermarket","z",39.2934175464325,9,2,0
"1564",41,243,"D","convenience","z",15.6642589741386,0,1,0
"1565",41,228,"B","supermarket","z",43.0471428204328,12,2,0
"1566",41,58,"E","hypermarket","z",19.6113349869847,0,1,0
"1567",41,266,"E","hypermarket","z",36.7788117472082,0,1,0
"1568",41,197,"E","hypermarket","z",32.6307767699473,15,2,0
"1569",41,276,"C","convenience","z",36.2869694503024,0,1,0
"1570",41,117,"E","convenience","z",35.8794558816589,13,2,0
"1571",42,221,"A","convenience","z",36.1778107099235,0,1,0
"1572",42,8,"E","hypermarket","z",41.6256065061316,8,2,0
"1573",42,44,"D","convenience","z",18.7882318929769,2,2,0
"1574",42,229,"A","hypermarket","z",34.480738544371,0,1,0
"1575",42,215,"B","convenience","z",28.5869796504267,0,1,0
"1576",42,276,"D","supermarket","z",42.5685834512115,0,1,0
"1577",42,33,"E","supermarket","z",25.1011107279919,0,1,0
"1578",42,275,"D","hypermarket","z",37.473692886997,0,1,0
"1579",42,224,"B","supermarket","z",38.7566279643215,14,2,0
"1580",42,234,"E","supermarket","z",43.6686836066656,0,1,0
"1581",42,36,"A","supermarket","z",38.3725943067111,9,2,0
"1582",42,97,"A","hypermarket","z",30.5160174309276,0,1,0
"1583",42,275,"B","convenience","z",28.4881628165022,7,2,0
"1584",42,148,"E","supermarket","z",24.0686217625625,5,2,0
"1585",42,263,"E","supermarket","z",16.5116157964803,9,2,0
"1586",42,149,"A","supermarket","z",21.0430367966183,0,1,0
"1587",42,243,"C","supermarket","z",44.3358365236782,0,1,0
"1588",42,35,"B","convenience","z",23.9499717531726,12,2,0
"1589",42,128,"C","convenience","z",42.9997351253405,0,1,0
"1590",42,39,"C","convenience","z",36.7712520388886,13,2,0
"1591",42,220,"D","convenience","z",29.1661433433183,0,1,0
"1592",42,263,"C","convenience","z",26.7682831431739,0,1,0
"1593",42,191,"B","hypermarket","z",25.2493453072384,1,2,0
"1594",42,209,"A","hypermarket","z",19.6248652017675,0,1,0
"1595",42,216,"A","hypermarket","z",24.5526057388633,0,1,0
"1596",42,224,"D","supermarket","z",27.9300900036469,0,1,0
"1597",42,232,"B","convenience","z",24.4108727714047,14,2,0
"1598",42,233,"A","supermarket","z",36.1309474613518,0,1,0
"1599",42,208,"C","convenience","z",24.2238510400057,14,2,0
"1600",42,41,"B","hypermarket","z",33.1097201630473,0,1,0
"1601",42,288,"A","convenience","z",33.3813560893759,5,2,0
"1602",42,280,"A","hypermarket","z",44.4502869830467,0,1,0
"1603",42,195,"B","convenience","z",35.6615814752877,0,1,0
"1604",42,150,"E","hypermarket","z",30.2033007703722,0,1,0
"1605",42,241,"B","hypermarket","z",21.3413030421361,0,1,0
"1606",42,36,"E","convenience","z",44.1011758334935,1,2,0
"1607",42,69,"A","hypermarket","z",43.4534401749261,0,1,0
"1608",42,209,"D","hypermarket","z",22.5981104420498,9,2,0
"1609",42,254,"A","supermarket","z",20.8850144874305,0,1,0
"1610",42,16,"E","hypermarket","z",33.3551636827178,5,2,0
"1611",42,284,"E","hypermarket","z",17.314966369886,8,2,0
"1612",43,286,"C","supermarket","z",23.9541912521236,0,1,0
"1613",43,33,"E","supermarket","z",44.672952031251,0,1,0
"1614",43,153,"B","hypermarket","z",33.0387265817262,0,1,0
"1615",43,207,"E","convenience","z",40.277927541174,11,2,0
"1616",43,56,"C","supermarket","z",35.1488564489409,0,1,0
"1617",43,67,"C","hypermarket","z",26.057971897535,0,1,0
"1618",43,62,"D","hypermarket","z",17.2012252500281,6,2,0
"1619",43,97,"E","hypermarket","z",22.999836592935,0,1,0
"1620",43,263,"D","convenience","z",24.1983701870777,6,2,0
"1621",43,288,"C","hypermarket","z",26.9539040070958,6,2,0
"1622",43,281,"D","hypermarket","z",20.8389839041047,5,2,0
"1623",43,35,"A","convenience","z",44.8668415518478,15,2,0
"1624",43,76,"D","convenience","z",17.2470638738014,10,2,0
"1625",43,193,"A","hypermarket","z",20.5546899558976,1,2,0
"1626",43,236,"A","convenience","z",29.2547782184556,7,2,0
"1627",43,12,"D","convenience","z",34.4748806627467,1,2,0
"1628",43,153,"A","hypermarket","z",38.2586396089755,6,2,0
"1629",43,250,"A","supermarket","z",40.236605128739,0,1,0
"1630",43,156,"E","supermarket","z",28.5238375724293,0,1,0
"1631",43,86,"E","convenience","z",33.2697543525137,0,1,0
"1632",43,72,"C","supermarket","z",39.4385608588345,15,2,0
"1633",43,42,"E","supermarket","z",25.6753660202958,0,1,0
"1634",43,94,"B","supermarket","z",28.1384173664264,11,2,0
"1635",43,111,"D","supermarket","z",39.071950642392,0,1,0
"1636",43,83,"E","supermarket","z",41.2269764207304,0,1,0
"1637",43,131,"A","convenience","z",32.5693711079657,2,2,0
"1638",43,211,"D","hypermarket","z",21.4451335254125,2,2,0
"1639",43,256,"A","convenience","z",37.9724650341086,15,2,0
"1640",43,158,"A","convenience","z",37.95638945885,0,1,0
"1641",43,22,"E","supermarket","z",26.9712544349022,14,2,0
"1642",43,213,"D","supermarket","z",15.0908218813129,1,2,0
"1643",43,45,"E","convenience","z",33.7544404808432,7,2,0
"1644",43,16,"B","hypermarket","z",26.5095966705121,0,1,0
"1645",43,169,"A","supermarket","z",36.3959260680713,4,2,0
"1646",43,26,"E","hypermarket","z",43.0411921790801,0,1,0
"1647",43,243,"A","supermarket","z",40.8638673112728,0,1,0
"1648",43,300,"E","hypermarket","z",28.2242616335861,0,1,0
"1649",43,203,"D","supermarket","z",18.1635758606717,7,2,0
"1650",43,136,"D","hypermarket","z",18.41423118487,10,2,0
"1651",43,65,"A","convenience","z",39.0049245022237,10,2,0
"1652",43,276,"B","hypermarket","z",28.3762803906575,0,1,0
"1653",43,56,"E","supermarket","z",37.3748575779609,0,1,0
"1654",43,114,"A","supermarket","z",41.6563647659495,0,1,0
"1655",43,215,"B","supermarket","z",32.3185885883868,3,2,0
"1656",44,62,"C","convenience","z",25.3140823286958,0,1,1
"1657",44,46,"C","hypermarket","z",22.1645108400844,14,2,1
"1658",44,287,"D","convenience","z",30.6149483495392,0,1,1
"1659",44,296,"A","supermarket","z",34.9506002571434,0,1,1
"1660",44,201,"E","supermarket","z",37.8231087815948,10,2,1
"1661",44,102,"A","convenience","z",23.2385994005017,0,1,1
"1662",44,138,"E","convenience","z",29.9124597595073,11,2,1
"1663",44,181,"A","hypermarket","z",29.2907945718616,0,1,1
"1664",44,67,"B","supermarket","z",26.1719787376933,0,1,1
"1665",44,251,"A","hypermarket","z",16.3093963894062,8,2,1
"1666",44,79,"B","supermarket","z",41.5288068330847,13,2,1
"1667",44,48,"A","convenience","z",42.9848414333537,0,1,1
"1668",44,256,"D","hypermarket","z",33.1779961637221,0,1,1
"1669",44,142,"A","supermarket","z",28.9385978900827,0,1,1
"1670",44,49,"B","hypermarket","z",35.9940979233943,14,2,1
"1671",44,110,"A","convenience","z",37.2662841319107,11,2,1
"1672",44,13,"B","hypermarket","z",34.874204476364,15,2,1
"1673",44,299,"E","convenience","z",42.5306540541351,12,2,1
"1674",44,82,"A","supermarket","z",22.9525725636631,0,1,1
"1675",44,31,"A","hypermarket","z",41.3031449192204,4,2,1
"1676",44,259,"D","supermarket","z",16.9650938571431,6,2,1
"1677",44,79,"C","supermarket","z",18.9939767634496,7,2,1
"1678",44,132,"E","convenience","z",18.3474660781212,10,2,1
"1679",44,134,"C","hypermarket","z",26.4798476547003,0,1,1
"1680",44,294,"A","convenience","z",28.5480501735583,6,2,1
"1681",44,140,"D","supermarket","z",31.437379361596,0,1,1
"1682",44,10,"C","convenience","z",23.9702353742905,0,1,1
"1683",44,44,"E","supermarket","z",22.648250896018,12,2,1
"1684",44,27,"E","supermarket","z",28.9477574802004,0,1,1
"1685",44,68,"B","hypermarket","z",27.0075669279322,12,2,1
"1686",44,41,"A","hypermarket","z",19.2756064259447,0,1,1
"1687",44,207,"B","convenience","z",17.1499799215235,0,1,1
"1688",44,41,"E","hypermarket","z",31.5859843580984,0,1,1
"1689",44,13,"D","hypermarket","z",18.4938897192478,12,2,1
"1690",44,182,"C","supermarket","z",34.2566447798163,10,2,1
"1691",44,284,"D","supermarket","z",35.7997512747534,0,1,1
"1692",44,256,"A","convenience","z",27.9616732033901,15,2,1
"1693",45,281,"D","hypermarket","z",32.2806908888742,13,2,0
"1694",45,292,"E","supermarket","z",23.5123577225022,0,1,0
"1695",45,103,"C","convenience","z",20.06794300396,11,2,0
"1696",45,91,"A","convenience","z",16.1059970548376,0,1,0
"1697",45,280,"A","supermarket","z",34.7381922486238,0,1,0
"1698",45,117,"A","supermarket","z",23.0389600410126,0,1,0
"1699",45,172,"C","hypermarket","z",39.8046274110675,0,1,0
"1700",45,224,"A","supermarket","z",34.2981277336366,5,2,0
"1701",45,169,"E","hypermarket","z",23.7374313175678,0,1,0
"1702",45,259,"E","hypermarket","z",44.3341626855545,0,1,0
"1703",45,194,"A","supermarket","z",39.9099426926114,0,1,0
"1704",45,11,"C","supermarket","z",23.8773369393311,1,2,0
"1705",45,271,"C","convenience","z",31.2957949354313,0,1,0
"1706",45,142,"B","hypermarket","z",21.1409753537737,0,1,0
"1707",45,139,"A","convenience","z",41.4297593291849,0,1,0
"1708",45,244,"D","convenience","z",34.8504760209471,0,1,0
"1709",45,1,"A","convenience","z",33.7731227301992,14,2,0
"1710",45,104,"A","hypermarket","z",24.4842755631544,0,1,0
"1711",45,25,"D","supermarket","z",28.0550007009879,0,1,0
"1712",45,105,"B","supermarket","z",36.9162828102708,12,2,0
"1713",45,37,"A","supermarket","z",42.0828610053286,1,2,0
"1714",45,134,"E","convenience","z",15.2279075235128,14,2,0
"1715",45,248,"E","supermarket","z",34.7744100051932,0,1,0
"1716",45,120,"A","hypermarket","z",15.4626714787446,5,2,0
"1717",45,197,"B","convenience","z",43.9343122649007,0,1,0
"1718",45,269,"D","supermarket","z",16.7804444557987,0,1,0
"1719",45,88,"E","supermarket","z",23.2409102073871,15,2,0
"1720",45,125,"E","supermarket","z",20.4008678183891,6,2,0
"1721",45,12,"E","convenience","z",23.9860463049263,0,1,0
"1722",45,95,"B","supermarket","z",44.6292689326219,4,2,0
"1723",45,128,"B","hypermarket","z",25.9843849833123,0,1,0
"1724",45,83,"C","hypermarket","z",21.4305085502565,14,2,0
"1725",45,211,"C","hypermarket","z",34.3348748702556,0,1,0
"1726",45,255,"C","hypermarket","z",40.4592505772598,0,1,0
"1727",45,129,"E","supermarket","z",23.8974000304006,7,2,0
"1728",45,159,"B","supermarket","z",16.578133078292,0,1,0
"1729",45,298,"B","hypermarket","z",17.1745997504331,15,2,0
"1730",45,91,"E","supermarket","z",21.2380634620786,6,2,0
"1731",45,196,"E","hypermarket","z",34.6656503970735,10,2,0
"1732",45,18,"A","hypermarket","z",28.5147273587063,0,1,0
"1733",45,296,"A","supermarket","z",23.9316982403398,14,2,0
"1734",45,237,"A","convenience","z",22.7821671869606,0,1,0
"1735",45,51,"D","supermarket","z",35.1123619708233,0,1,0
"1736",45,9,"B","supermarket","z",16.8962085200474,7,2,0
"1737",45,206,"C","hypermarket","z",22.3603269760497,8,2,0
"1738",45,247,"D","hypermarket","z",31.8917053774931,0,1,0
"1739",45,42,"E","convenience","z",31.049272629898,12,2,0
"1740",46,161,"E","supermarket","z",16.5335081121884,2,2,0
"1741",46,91,"B","supermarket","z",31.1864293785766,0,1,0
"1742",46,202,"D","hypermarket","z",20.4060341371223,3,2,0
"1743",46,12,"B","convenience","z",22.7072573150508,0,1,0
"1744",46,149,"A","convenience","z",33.6869573313743,2,2,0
"1745",46,169,"B","convenience","z",26.1927788355388,0,1,0
"1746",46,279,"A","hypermarket","z",20.8784913620912,0,1,0
"1747",46,244,"B","supermarket","z",37.6987228123471,0,1,0
"1748",46,171,"E","supermarket","z",26.6324456571601,0,1,0
"1749",46,78,"B","convenience","z",39.6191201987676,10,2,0
"1750",46,37,"A","supermarket","z",26.5298786619678,0,1,0
"1751",46,20,"B","supermarket","z",21.9050126569346,3,2,0
"1752",46,42,"B","supermarket","z",31.607016432099,0,1,0
"1753",46,243,"D","supermarket","z",30.9913553553633,3,2,0
"1754",46,30,"A","convenience","z",30.4987017950043,0,1,0
"1755",46,232,"B","hypermarket","z",30.2812577434815,11,2,0
"1756",46,221,"E","convenience","z",19.4328908482566,15,2,0
"1757",46,103,"A","supermarket","z",34.1796500352211,0,1,0
"1758",46,297,"D","supermarket","z",35.6000090274028,7,2,0
"1759",46,145,"A","convenience","z",26.5839491528459,0,1,0
"1760",46,133,"C","hypermarket","z",34.1206738678738,0,1,0
"1761",46,175,"C","hypermarket","z",25.1181081309915,3,2,0
"1762",46,281,"E","convenience","z",44.7482937108725,0,1,0
"1763",46,151,"B","supermarket","z",38.1099567026831,12,2,0
"1764",46,68,"C","convenience","z",42.4478165223263,15,2,0
"1765",46,237,"A","hypermarket","z",27.0004156557843,4,2,0
"1766",46,231,"E","hypermarket","z",41.3171050907113,10,2,0
"1767",46,271,"B","hypermarket","z",25.4029025975615,9,2,0
"1768",46,287,"A","supermarket","z",39.3350986624137,0,1,0
"1769",46,173,"C","supermarket","z",43.9153068652377,3,2,0
"1770",46,14,"B","convenience","z",19.8396052094176,0,1,0
"1771",46,217,"C","supermarket","z",36.8855158332735,8,2,0
"1772",46,160,"A","supermarket","z",24.9590853927657,0,1,0
"1773",46,155,"B","supermarket","z",17.159733963199,3,2,0
"1774",46,203,"A","convenience","z",21.7164777964354,0,1,0
"1775",46,41,"E","supermarket","z",36.6867945995182,10,2,0
"1776",46,65,"A","supermarket","z",43.7069876887836,5,2,0
"1777",46,87,"B","supermarket","z",31.7739066202193,0,1,0
"1778",47,64,"C","convenience","z",33.3678474440239,0,1,0
"1779",47,48,"D","hypermarket","z",42.1245583193377,4,2,0
"1780",47,127,"B","convenience","z",37.6847975584678,0,1,0
"1781",47,78,"D","convenience","z",27.3567492957227,11,2,0
"1782",47,243,"D","hypermarket","z",21.4020753325894,0,1,0
"1783",47,198,"E","supermarket","z",43.0541312741116,5,2,0
"1784",47,199,"A","convenience","z",24.0365523984656,0,1,0
"1785",47,177,"D","convenience","z",24.0541356476024,0,1,0
"1786",47,211,"C","hypermarket","z",16.3809810345992,0,1,0
"1787",47,210,"E","hypermarket","z",20.0708031957038,0,1,0
"1788",47,42,"A","supermarket","z",18.7932469393127,1,2,0
"1789",47,242,"A","supermarket","z",34.861821597442,3,2,0
"1790",47,170,"D","convenience","z",41.98282007128,5,2,0
"1791",47,108,"A","hypermarket","z",33.8538160105236,0,1,0
"1792",47,167,"C","supermarket","z",19.9610630446114,0,1,0
"1793",47,43,"E","convenience","z",42.8113840380684,0,1,0
"1794",47,173,"E","hypermarket","z",25.3253182210028,7,2,0
"1795",47,243,"B","supermarket","z",41.6397352376953,0,1,0
"1796",47,195,"A","supermarket","z",38.436884614639,8,2,0
"1797",47,69,"C","supermarket","z",19.9165009148419,0,1,0
"1798",47,179,"B","convenience","z",30.4446222935803,8,2,0
"1799",47,208,"C","hypermarket","z",28.0034450115636,0,1,0
"1800",47,194,"C","convenience","z",38.4860690147616,13,2,0
"1801",47,162,"B","supermarket","z",25.7755629974417,5,2,0
"1802",47,243,"B","supermarket","z",21.1568470252678,0,1,0
"1803",47,154,"D","convenience","z",41.8516997178085,12,2,0
"1804",47,10,"D","convenience","z",31.706513625104,0,1,0
"1805",47,178,"D","supermarket","z",34.6848370064981,0,1,0
"1806",47,2,"D","hypermarket","z",34.28637025645,0,1,0
"1807",47,162,"C","convenience","z",31.692258361727,0,1,0
"1808",47,71,"C","hypermarket","z",21.1839758930728,0,1,0
"1809",47,71,"B","convenience","z",16.7191858752631,11,2,0
"1810",47,123,"B","hypermarket","z",28.8042171997949,13,2,0
"1811",47,292,"D","convenience","z",27.3373415507376,13,2,0
"1812",47,99,"A","supermarket","z",16.7582570482045,0,1,0
"1813",47,86,"C","hypermarket","z",34.2514838464558,5,2,0
"1814",47,287,"C","supermarket","z",34.9771504173987,0,1,0
"1815",47,267,"D","hypermarket","z",42.1117168734781,0,1,0
"1816",47,298,"D","hypermarket","z",15.3232295997441,10,2,0
"1817",47,109,"A","hypermarket","z",44.09577321494,0,1,0
"1818",47,169,"D","supermarket","z",16.8873057165183,10,2,0
"1819",47,202,"D","hypermarket","z",18.133167817723,0,1,0
"1820",47,244,"C","hypermarket","z",39.429247691296,0,1,0
"1821",47,80,"A","hypermarket","z",18.9878195570782,0,1,0
"1822",47,168,"A","supermarket","z",24.9120682943612,8,2,0
"1823",47,17,"B","convenience","z",31.0811076429673,0,1,0
"1824",47,140,"E","hypermarket","z",37.6055403705686,9,2,0
"1825",47,251,"D","supermarket","z",18.4855197812431,0,1,0
"1826",47,295,"E","convenience","z",38.5477350465953,10,2,0
"1827",47,37,"D","supermarket","z",40.6012587295845,0,1,0
"1828",47,285,"D","convenience","z",33.1049617915414,13,2,0
"1829",47,276,"E","hypermarket","z",19.6393431653269,4,2,0
"1830",47,176,"E","supermarket","z",27.350770777557,0,1,0
"1831",47,286,"C","supermarket","z",19.0482733142562,14,2,0
"1832",48,266,"D","convenience","z",36.4056022209115,8,2,0
"1833",48,286,"D","hypermarket","z",28.0095519893803,0,1,0
"1834",48,223,"C","hypermarket","z",30.9239741787314,5,2,0
"1835",48,136,"A","hypermarket","z",17.3287893575616,0,1,0
"1836",48,190,"B","supermarket","z",19.9099432700314,12,2,0
"1837",48,82,"A","hypermarket","z",32.4692268809304,4,2,0
"1838",48,204,"B","convenience","z",40.614879517816,0,1,0
"1839",48,232,"C","supermarket","z",43.0220912746154,0,1,0
"1840",48,281,"E","convenience","z",39.4069566694088,0,1,0
"1841",48,65,"D","convenience","z",21.489203972742,0,1,0
"1842",48,169,"A","hypermarket","z",43.2909706304781,15,2,0
"1843",48,260,"C","supermarket","z",16.1566336057149,9,2,0
"1844",48,112,"D","hypermarket","z",39.3645136174746,6,2,0
"1845",48,98,"A","convenience","z",35.3104688879102,0,1,0
"1846",48,219,"E","hypermarket","z",28.8010001205839,15,2,0
"1847",48,223,"A","convenience","z",43.5215996950865,0,1,0
"1848",48,124,"E","supermarket","z",30.791607988067,1,2,0
"1849",48,17,"D","convenience","z",21.9396395701915,0,1,0
"1850",48,169,"B","supermarket","z",41.0183056234382,0,1,0
"1851",48,283,"A","convenience","z",26.666064709425,0,1,0
"1852",48,157,"E","hypermarket","z",32.1921206451952,9,2,0
"1853",48,156,"C","supermarket","z",34.8598486161791,0,1,0
"1854",48,279,"A","hypermarket","z",28.7815955537371,0,1,0
"1855",48,23,"D","convenience","z",42.3196626431309,5,2,0
"1856",48,46,"A","supermarket","z",23.0017712339759,0,1,0
"1857",48,147,"D","supermarket","z",26.679141044151,3,2,0
"1858",48,237,"A","hypermarket","z",36.8523853761144,8,2,0
"1859",48,103,"A","convenience","z",38.0758528062142,0,1,0
"1860",48,287,"E","hypermarket","z",18.94002586836,10,2,0
"1861",48,68,"C","hypermarket","z",27.8242210904136,10,2,0
"1862",48,297,"E","supermarket","z",37.6233788975514,0,1,0
"1863",48,224,"B","hypermarket","z",35.8683530800045,0,1,0
"1864",48,214,"D","hypermarket","z",24.5684081478976,0,1,0
"1865",48,236,"B","convenience","z",21.5713045047596,0,1,0
"1866",48,288,"E","supermarket","z",34.9786850530654,0,1,0
"1867",48,10,"A","supermarket","z",23.9953652629629,10,2,0
"1868",48,227,"B","supermarket","z",19.9185486836359,13,2,0
"1869",48,230,"D","convenience","z",41.2648884672672,11,2,0
"1870",48,51,"A","hypermarket","z",26.9305118126795,11,2,0
"1871",48,260,"A","supermarket","z",35.1876043947414,10,2,0
"1872",48,178,"B","hypermarket","z",19.6563956933096,13,2,0
"1873",48,271,"A","supermarket","z",23.9447050611489,6,2,0
"1874",48,248,"E","convenience","z",22.8672516485676,0,1,0
"1875",48,147,"B","hypermarket","z",23.8748036208563,0,1,0
"1876",49,39,"D","convenience","z",17.9086873331107,0,1,0
"1877",49,174,"A","hypermarket","z",17.5712816300802,0,1,0
"1878",49,47,"C","hypermarket","z",21.1377570661716,0,1,0
"1879",49,279,"D","convenience","z",40.9812969015911,11,2,0
"1880",49,75,"E","hypermarket","z",15.5634251399897,14,2,0
"1881",49,288,"D","hypermarket","z",27.3547944263555,6,2,0
"1882",49,143,"C","hypermarket","z",41.8136002938263,8,2,0
"1883",49,217,"C","convenience","z",17.6044502528384,11,2,0
"1884",49,225,"D","supermarket","z",36.6367298830301,6,2,0
"1885",49,101,"D","convenience","z",28.9114375412464,5,2,0
"1886",49,42,"D","convenience","z",31.6952874348499,0,1,0
"1887",49,133,"A","convenience","z",24.7619578102604,0,1,0
"1888",49,30,"B","supermarket","z",25.1040659635328,13,2,0
"1889",49,61,"E","convenience","z",35.5074064177461,13,2,0
"1890",49,178,"C","hypermarket","z",43.1524744676426,0,1,0
"1891",49,155,"B","hypermarket","z",17.6470459112898,4,2,0
"1892",49,45,"A","supermarket","z",43.6101638549007,0,1,0
"1893",49,46,"E","hypermarket","z",35.2124848100357,8,2,0
"1894",49,282,"A","hypermarket","z",23.6387111549266,7,2,0
"1895",49,208,"A","hypermarket","z",31.061658365652,10,2,0
"1896",49,284,"B","supermarket","z",20.2349729952402,1,2,0
"1897",49,46,"A","supermarket","z",26.9147328729741,4,2,0
"1898",49,208,"E","hypermarket","z",17.452724177856,0,1,0
"1899",49,217,"D","supermarket","z",33.918419466354,9,2,0
"1900",49,183,"C","hypermarket","z",23.4766315296292,0,1,0
"1901",49,40,"E","supermarket","z",31.3297090586275,0,1,0
"1902",49,187,"C","hypermarket","z",44.7594559192657,5,2,0
"1903",49,166,"B","supermarket","z",26.7740310961381,0,1,0
"1904",49,51,"D","supermarket","z",18.149015775416,0,1,0
"1905",49,199,"E","hypermarket","z",41.3604461029172,0,1,0
"1906",49,279,"E","convenience","z",34.7014000732452,0,1,0
"1907",49,30,"A","supermarket","z",32.2238677949645,0,1,0
"1908",49,35,"B","convenience","z",26.8167552142404,9,2,0
"1909",49,31,"E","hypermarket","z",30.2544673229568,14,2,0
"1910",49,105,"E","supermarket","z",44.8571683326736,0,1,0
"1911",49,97,"C","supermarket","z",20.1121113798581,11,2,0
"1912",49,161,"E","hypermarket","z",31.0444581275806,7,2,0
"1913",49,205,"C","supermarket","z",32.1556979371235,0,1,0
"1914",49,235,"B","convenience","z",37.3396152234636,9,2,0
"1915",49,219,"E","convenience","z",16.2927929149009,0,1,0
"1916",49,168,"B","convenience","z",42.1164363459684,0,1,0
"1917",49,46,"A","supermarket","z",36.8559520295821,0,1,0
"1918",49,40,"D","hypermarket","z",30.9320605010726,7,2,0
"1919",49,225,"A","convenience","z",22.1821641759016,3,2,0
"1920",49,97,"B","convenience","z",21.5884674573317,4,2,0
"1921",50,42,"C","supermarket","z",27.2167601832189,10,2,1
"1922",50,167,"B","hypermarket","z",26.1517604906112,0,1,1
"1923",50,46,"A","supermarket","z",17.2915651998483,8,2,1
"1924",50,83,"B","convenience","z",44.1001025377773,0,1,1
"1925",50,118,"A","hypermarket","z",38.1637711613439,4,2,1
"1926",50,184,"D","hypermarket","z",33.9586451696232,0,1,1
"1927",50,129,"E","supermarket","z",31.9848804501817,0,1,1
"1928",50,271,"A","hypermarket","z",20.169660563115,2,2,1
"1929",50,242,"D","convenience","z",15.6953437579796,13,2,1
"1930",50,213,"D","supermarket","z",29.6996632777154,0,1,1
"1931",50,121,"B","supermarket","z",31.8972740205936,12,2,1
"1932",50,135,"D","convenience","z",16.1715338635258,0,1,1
"1933",50,226,"C","convenience","z",21.5122532355599,13,2,1
"1934",50,141,"C","convenience","z",30.0874080718495,0,1,1
"1935",50,242,"C","supermarket","z",40.4695493797772,3,2,1
"1936",50,181,"E","hypermarket","z",34.1798146977089,10,2,1
"1937",50,8,"B","supermarket","z",40.7784693106078,0,1,1
"1938",50,173,"E","hypermarket","z",33.907039007172,0,1,1
"1939",50,112,"D","hypermarket","z",28.2151635107584,13,2,1
"1940",50,262,"E","convenience","z",16.4195568161085,0,1,1
"1941",50,217,"B","hypermarket","z",37.2158849565312,8,2,1
"1942",50,128,"E","supermarket","z",28.8092693081126,3,2,1
"1943",50,96,"A","convenience","z",29.5935102109797,0,1,1
"1944",50,192,"A","hypermarket","z",21.5210806787945,2,2,1
"1945",50,18,"C","hypermarket","z",41.6928426199593,1,2,1
"1946",50,265,"D","convenience","z",20.9859266574495,3,2,1
"1947",50,61,"C","hypermarket","z",15.4566307039931,0,1,1
"1948",50,149,"A","convenience","z",21.1341982078739,0,1,1
"1949",50,255,"C","hypermarket","z",42.9718849807978,12,2,1
"1950",50,181,"C","convenience","z",42.2049645334482,10,2,1
"1951",50,98,"B","convenience","z",22.7858888567425,0,1,1
"1952",50,241,"B","hypermarket","z",15.3726562298834,5,2,1
"1953",50,62,"D","supermarket","z",26.1608865531161,0,1,1
"1954",50,185,"B","convenience","z",20.5222536949441,0,1,1
"1955",50,96,"D","convenience","z",30.0034686760046,3,2,1
"1956",50,24,"B","hypermarket","z",37.766210117843,3,2,1
"1957",50,110,"B","convenience","z",39.0968073857948,9,2,1
"1958",50,128,"B","hypermarket","z",32.8724114410579,14,2,1
"1959",50,88,"D","convenience","z",40.2142989495769,0,1,1
"1960",50,210,"B","supermarket","z",25.1595103181899,0,1,1
