"","week_nr","holiday","brand","format","totalvolume","totalvalue","LL","avgregprice","avgfinalprice","avgdiscount","depth","cop_avgregprice","cop_avgdiscount","cop_avgfinalprice","avgcompLL","avgcompregprice","avgcompfinalprice","avgcompdiscount","totalvolume1","totalvalue1","LL1","avgfinalprice1","avgregprice1","avgdiscount1","avgcompLL1","avgcompfinalprice1","avgcompregprice1","avgcompdiscount1","dtotalvolume","davgfinalprice","davgregprice","davgdiscount","dLL","davgcompLL","davgcompfinalprice","davgcompdiscount"
"336",123,0,"A","hypermarket",3,60.7566911536269,2,22.5855637178756,20.2522303845423,2.33333333333333,0.103310829983251,0.474288602972453,-0.0560598638374478,0.454579529207537,3.39130434782609,20.2665094992794,17.4839008036272,2.78260869565217,3,48.9505170537159,2,16.3168390179053,20.3168390179053,4,3.30188679245283,15.4777010587255,17.9682670964613,2.49056603773585,0,3.935391366637,2.26872469997033,-1.66666666666667,0,0.0894175553732568,2.00619974490172,0.292042657916325
"337",123,0,"A","supermarket",7,100.725229880307,5,17.5321756971867,14.3893185543296,3.14285714285714,0.179262243154537,-0.494183671238257,0.290067359817383,-0.480899067874515,3.39130434782609,20.2665094992794,17.4839008036272,2.78260869565217,3,46.6447005588561,2,15.5482335196187,18.2149001862854,2.66666666666667,3.30188679245283,15.4777010587255,17.9682670964613,2.49056603773585,4,-1.15891496528914,-0.682724489098668,0.476190476190476,3,0.0894175553732568,2.00619974490172,0.292042657916325
"338",124,0,"A","convenience",5,56.1432633171789,3,15.6286526634358,11.2286526634358,4.4,0.281534185623952,-0.858551084230459,0.956492385775427,-1.02390033298064,2.59523809523809,17.7550779618988,15.3265065333274,2.42857142857143,7,76.3523920988664,4,10.9074845855523,15.0503417284095,4.14285714285714,3.39130434782609,17.4839008036272,20.2665094992794,2.78260869565217,-2,0.321168077883438,0.578310935026295,0.257142857142858,-1,-0.796066252587992,-2.15739427029983,-0.354037267080746
"339",124,0,"A","hypermarket",4,58.1073410683312,2,19.2768352670828,14.5268352670828,4.75,0.246409741754193,-0.13904857479853,1.14040491284496,-0.448049258494534,2.59523809523809,17.7550779618988,15.3265065333274,2.42857142857143,3,60.7566911536269,2,20.2522303845423,22.5855637178756,2.33333333333333,3.39130434782609,17.4839008036272,20.2665094992794,2.78260869565217,1,-5.7253951174595,-3.30872845079283,2.41666666666667,0,-0.796066252587992,-2.15739427029983,-0.354037267080746
"340",124,0,"A","supermarket",5,43.134470813442,3,11.8268941626884,8.6268941626884,3.2,0.270569767174834,-1.60617577644994,0.327183087539234,-1.45423071183634,2.59523809523809,17.7550779618988,15.3265065333274,2.42857142857143,7,100.725229880307,5,14.3893185543296,17.5321756971867,3.14285714285714,3.39130434782609,17.4839008036272,20.2665094992794,2.78260869565217,-2,-5.76242439164116,-5.7052815344983,0.0571428571428578,-2,-0.796066252587992,-2.15739427029983,-0.354037267080746
"341",125,1,"A","convenience",8,127.606544723734,5,18.5758180904668,15.9508180904668,2.625,0.141312753345015,-0.247261461255472,0.0678785010614508,-0.180868762637518,3.19444444444444,22.3444735251057,20.5944735251057,1.75,5,56.1432633171789,3,11.2286526634358,15.6286526634358,4.4,2.59523809523809,15.3265065333274,17.7550779618988,2.42857142857143,3,4.72216542703101,2.94716542703101,-1.775,2,0.59920634920635,5.26796699177828,-0.678571428571428
"342",125,1,"A","hypermarket",2,11.2214968763292,1,7.6107484381646,5.6107484381646,2,0.262786244513203,-2.82650626486054,-0.174876761406443,-1.87221784975714,3.19444444444444,22.3444735251057,20.5944735251057,1.75,4,58.1073410683312,2,14.5268352670828,19.2768352670828,4.75,2.59523809523809,15.3265065333274,17.7550779618988,2.42857142857143,-2,-8.9160868289182,-11.6660868289182,-2.75,-1,0.59920634920635,5.26796699177828,-0.678571428571428
"343",125,1,"A","supermarket",5,70.8221891964786,3,19.1644378392957,14.1644378392957,5,0.260899904392069,-0.150969215496777,1.40507156030963,-0.507556069065684,3.19444444444444,22.3444735251057,20.5944735251057,1.75,5,43.134470813442,3,8.6268941626884,11.8268941626884,3.2,2.59523809523809,15.3265065333274,17.7550779618988,2.42857142857143,0,5.53754367660732,7.33754367660732,1.8,0,0.59920634920635,5.26796699177828,-0.678571428571428
"344",126,0,"A","convenience",2,77.7042378438636,2,38.8521189219318,38.8521189219318,0,0,1.87221784975714,-0.82492923992224,1.87221784975714,3.54901960784314,18.6885217360823,15.3355805596118,3.35294117647059,8,127.606544723734,5,15.9508180904668,18.5758180904668,2.625,3.19444444444444,20.5944735251057,22.3444735251057,1.75,-6,22.901300831465,20.276300831465,-2.625,-3,0.354575163398693,-5.2588929654939,1.60294117647059
"345",126,0,"A","hypermarket",2,80.1358833792619,2,40.0679416896309,40.0679416896309,0,0,1.90738625288398,-0.82492923992224,1.90738625288398,3.54901960784314,18.6885217360823,15.3355805596118,3.35294117647059,2,11.2214968763292,1,5.6107484381646,7.6107484381646,2,3.19444444444444,20.5944735251057,22.3444735251057,1.75,0,34.4571932514664,32.4571932514664,-2,1,0.354575163398693,-5.2588929654939,1.60294117647059
"346",126,0,"A","supermarket",2,33.9588868478313,2,16.9794434239156,16.9794434239156,0,0,-0.568918036256041,-0.82492923992224,-0.0147454065279029,3.54901960784314,18.6885217360823,15.3355805596118,3.35294117647059,5,70.8221891964786,3,14.1644378392957,19.1644378392957,5,3.19444444444444,20.5944735251057,22.3444735251057,1.75,-3,2.81500558461993,-2.18499441538007,-5,-1,0.354575163398693,-5.2588929654939,1.60294117647059
"347",127,0,"A","convenience",3,54.1972231138498,2,22.0657410379499,18.0657410379499,4,0.181276486165616,0.371066186433771,0.800313105648729,0.168891032448722,2.81395348837209,21.441288644253,19.394777016346,2.04651162790698,2,77.7042378438636,2,38.8521189219318,38.8521189219318,0,3.54901960784314,15.3355805596118,18.6885217360823,3.35294117647059,1,-20.7863778839819,-16.7863778839819,4,0,-0.735066119471044,4.05919645673427,-1.30642954856361
"348",127,0,"A","hypermarket",5,50.1117673888802,3,14.022353477776,10.022353477776,4,0.28525881952267,-1.19884496358803,0.800313105648729,-1.23596765138109,2.81395348837209,21.441288644253,19.394777016346,2.04651162790698,2,80.1358833792619,2,40.0679416896309,40.0679416896309,0,3.54901960784314,15.3355805596118,18.6885217360823,3.35294117647059,3,-30.0455882118549,-26.0455882118549,4,1,-0.735066119471044,4.05919645673427,-1.30642954856361
"349",127,0,"A","supermarket",7,142.921931922901,5,22.5602759889859,20.4174188461288,2.14285714285714,0.0949836404440841,0.467698799114508,-0.156937484339357,0.487530614489362,2.81395348837209,21.441288644253,19.394777016346,2.04651162790698,2,33.9588868478313,2,16.9794434239156,16.9794434239156,0,3.54901960784314,15.3355805596118,18.6885217360823,3.35294117647059,5,3.43797542221312,5.58083256507027,2.14285714285714,3,-0.735066119471044,4.05919645673427,-1.30642954856361
"350",128,0,"A","convenience",5,68.2290952494368,3,15.2458190498874,13.6458190498874,1.6,0.104946805072557,-0.893172680392973,-0.339653282900043,-0.589845675184782,3.38095238095238,20.3012720216066,18.5869863073209,1.71428571428571,3,54.1972231138498,2,18.0657410379499,22.0657410379499,4,2.81395348837209,19.394777016346,21.441288644253,2.04651162790698,2,-4.41992198806257,-6.81992198806257,-2.4,1,0.566998892580287,-0.807790709025173,-0.332225913621262
"351",128,0,"A","hypermarket",1,21.4055251074024,1,21.4055251074024,21.4055251074024,0,0,0.229058395448667,-0.82492923992224,0.582841507271216,3.38095238095238,20.3012720216066,18.5869863073209,1.71428571428571,5,50.1117673888802,3,10.022353477776,14.022353477776,4,2.81395348837209,19.394777016346,21.441288644253,2.04651162790698,-4,11.3831716296264,7.38317162962636,-4,-2,0.566998892580287,-0.807790709025173,-0.332225913621262
"352",128,0,"A","supermarket",4,36.6440042387694,2,14.1610010596923,9.16100105969235,5,0.353082383012591,-1.17498679206609,1.40507156030963,-1.35909133878762,3.38095238095238,20.3012720216066,18.5869863073209,1.71428571428571,7,142.921931922901,5,20.4174188461288,22.5602759889859,2.14285714285714,2.81395348837209,19.394777016346,21.441288644253,2.04651162790698,-3,-11.2564177864364,-8.39927492929356,2.85714285714286,-3,0.566998892580287,-0.807790709025173,-0.332225913621262
"353",129,0,"A","convenience",2,27.1360484282486,1,20.0680242141243,13.5680242141243,6.5,0.323898353452512,0.0383460631305327,2.07867688624766,-0.618158917095882,3.63636363636364,20.6899941406551,17.6536305042915,3.03636363636364,5,68.2290952494368,3,13.6458190498874,15.2458190498874,1.6,3.38095238095238,18.5869863073209,20.3012720216066,1.71428571428571,-3,-0.0777948357630596,4.82220516423694,4.9,-2,0.255411255411256,-0.933355803029354,1.32207792207792
"354",129,0,"A","supermarket",3,57.4803172806278,2,21.1601057602093,19.1601057602093,2,0.0945174860024055,0.192872498631767,-0.174876761406443,0.247261461255472,3.63636363636364,20.6899941406551,17.6536305042915,3.03636363636364,4,36.6440042387694,2,9.16100105969235,14.1610010596923,5,3.38095238095238,18.5869863073209,20.3012720216066,1.71428571428571,-1,9.99910470051692,6.99910470051692,-3,0,0.255411255411256,-0.933355803029354,1.32207792207792
"355",130,0,"A","convenience",5,80.7268705954775,3,18.9453741190955,16.1453741190955,2.8,0.147793333739333,-0.180868762637518,0.156937484339357,-0.115264729059114,2.82352941176471,20.2268018219483,17.815037116066,2.41176470588235,2,27.1360484282486,1,13.5680242141243,20.0680242141243,6.5,3.63636363636364,17.6536305042915,20.6899941406551,3.03636363636364,3,2.5773499049712,-1.1226500950288,-3.7,2,-0.812834224598931,0.161406611774453,-0.624598930481283
"356",130,0,"A","supermarket",3,41.6620986443013,2,18.8873662147671,13.8873662147671,5,0.264727222586003,-0.186867264899538,1.40507156030963,-0.55510399641475,2.82352941176471,20.2268018219483,17.815037116066,2.41176470588235,3,57.4803172806278,2,19.1601057602093,21.1601057602093,2,3.63636363636364,17.6536305042915,20.6899941406551,3.03636363636364,0,-5.27273954544217,-2.27273954544217,3,0,-0.812834224598931,0.161406611774453,-0.624598930481283
"357",131,0,"A","convenience",4,52.9285634835251,2,15.4821408708813,13.2321408708813,2.25,0.145328738367947,-0.875730665149615,-0.103398051138894,-0.668946804932194,3.33333333333333,17.3369810600869,14.2629069860128,3.07407407407407,5,80.7268705954775,3,16.1453741190955,18.9453741190955,2.8,2.82352941176471,17.815037116066,20.2268018219483,2.41176470588235,-1,-2.91323324821423,-3.46323324821423,-0.55,-1,0.509803921568627,-3.55213013005317,0.66230936819172
"358",131,0,"A","hypermarket",6,122.891107185278,4,22.9818511975464,20.4818511975464,2.5,0.108781489293905,0.534578756638569,0.0560598638374478,0.500858674540161,3.33333333333333,17.3369810600869,14.2629069860128,3.07407407407407,1,21.4055251074024,1,21.4055251074024,21.4055251074024,0,3.38095238095238,18.5869863073209,20.3012720216066,1.71428571428571,5,-0.923673909856035,1.57632609014397,2.5,3,-0.0476190476190474,-4.32407932130807,1.35978835978836
"359",131,0,"A","supermarket",7,106.054477974772,4,18.5792111392532,15.1506397106818,3.42857142857143,0.184538051851282,-0.235117357348081,0.435045485616007,-0.320967138445186,3.33333333333333,17.3369810600869,14.2629069860128,3.07407407407407,3,41.6620986443013,2,13.8873662147671,18.8873662147671,5,2.82352941176471,17.815037116066,20.2268018219483,2.41176470588235,4,1.26327349591469,-0.308155075513888,-1.57142857142857,2,0.509803921568627,-3.55213013005317,0.66230936819172
"360",132,0,"A","convenience",6,108.751843946986,4,19.458640657831,18.1253073244976,1.33333333333333,0.0685214017144997,-0.0737912738082727,-0.448049258494534,0.174876761406443,4.54237288135593,18.9273175041554,15.8764700465283,3.05084745762712,4,52.9285634835251,2,13.2321408708813,15.4821408708813,2.25,3.33333333333333,14.2629069860128,17.3369810600869,3.07407407407407,2,4.89316645361637,3.97649978694971,-0.916666666666667,2,1.2090395480226,1.61356306051553,-0.0232266164469555
"361",132,0,"A","hypermarket",2,60.364531846717,2,30.1822659233585,30.1822659233585,0,0,1.31581752981539,-0.82492923992224,1.34438621411512,4.54237288135593,18.9273175041554,15.8764700465283,3.05084745762712,6,122.891107185278,4,20.4818511975464,22.9818511975464,2.5,3.33333333333333,14.2629069860128,17.3369810600869,3.07407407407407,-4,9.70041472581213,7.20041472581213,-2.5,-2,1.2090395480226,1.61356306051553,-0.0232266164469555
"362",132,0,"A","supermarket",3,71.8102312330156,2,24.2700770776719,23.9367437443385,0.333333333333333,0.0137343335279308,0.713891752485826,-0.792215050851145,0.85005570326489,4.54237288135593,18.9273175041554,15.8764700465283,3.05084745762712,7,106.054477974772,4,15.1506397106818,18.5792111392532,3.42857142857143,3.33333333333333,14.2629069860128,17.3369810600869,3.07407407407407,-4,8.78610403365675,5.69086593841866,-3.09523809523809,-2,1.2090395480226,1.61356306051553,-0.0232266164469555
"363",133,1,"A","convenience",4,94.7629865207709,3,25.4407466301927,23.6907466301927,1.75,0.0687872893605695,0.884418039827597,-0.277786219077766,0.816668937967589,2.53846153846154,24.9280085709268,22.5049316478499,2.42307692307692,6,108.751843946986,4,18.1253073244976,19.458640657831,1.33333333333333,4.54237288135593,15.8764700465283,18.9273175041554,3.05084745762712,-2,5.56543930569508,5.98210597236174,0.416666666666667,-1,-2.00391134289439,6.62846160132161,-0.627770534550195
"364",133,1,"A","hypermarket",4,69.040895414073,3,18.5102238535182,17.2602238535182,1.25,0.0675302476021873,-0.265546834993844,-0.507556069065684,0.0147454065279029,2.53846153846154,24.9280085709268,22.5049316478499,2.42307692307692,2,60.364531846717,2,30.1822659233585,30.1822659233585,0,4.54237288135593,15.8764700465283,18.9273175041554,3.05084745762712,2,-12.9220420698403,-11.6720420698403,1.25,1,-2.00391134289439,6.62846160132161,-0.627770534550195
"365",133,1,"A","supermarket",2,14.7773380661383,1,9.38866903306915,7.38866903306915,2,0.213022739746765,-2.03003539907456,-0.174876761406443,-1.67406590784054,2.53846153846154,24.9280085709268,22.5049316478499,2.42307692307692,3,71.8102312330156,2,23.9367437443385,24.2700770776719,0.333333333333333,4.54237288135593,15.8764700465283,18.9273175041554,3.05084745762712,-1,-16.5480747112694,-14.8814080446027,1.66666666666667,-1,-2.00391134289439,6.62846160132161,-0.627770534550195
"366",134,0,"A","convenience",3,48.0370265608653,2,20.6790088536218,16.0123421869551,4.66666666666667,0.225671679900139,0.133095761626143,1.11808799827014,-0.150969215496777,4.21311475409836,20.8073846014888,18.5942698473905,2.21311475409836,4,94.7629865207709,3,23.6907466301927,25.4407466301927,1.75,2.53846153846154,22.5049316478499,24.9280085709268,2.42307692307692,-1,-7.67840444323762,-4.76173777657096,2.91666666666667,-1,1.67465321563682,-3.91066180045945,-0.209962168978562
"367",134,0,"A","hypermarket",2,23.5170373166911,1,14.7585186583455,11.7585186583455,3,0.203272433328096,-1.04403199237507,0.271661440044389,-0.919857828872603,4.21311475409836,20.8073846014888,18.5942698473905,2.21311475409836,4,69.040895414073,3,17.2602238535182,18.5102238535182,1.25,2.53846153846154,22.5049316478499,24.9280085709268,2.42307692307692,-2,-5.5017051951727,-3.7517051951727,1.75,-2,1.67465321563682,-3.91066180045945,-0.209962168978562
"368",134,0,"A","supermarket",5,119.616603679489,4,25.5233207358979,23.9233207358979,1.6,0.062687767652022,0.910890747647716,-0.339653282900043,0.841621233572914,4.21311475409836,20.8073846014888,18.5942698473905,2.21311475409836,2,14.7773380661383,1,7.38866903306915,9.38866903306915,2,2.53846153846154,22.5049316478499,24.9280085709268,2.42307692307692,3,16.5346517028287,16.1346517028287,-0.4,3,1.67465321563682,-3.91066180045945,-0.209962168978562
"369",135,0,"A","convenience",5,82.5134409712628,3,20.1026881942526,16.5026881942526,3.6,0.179080527201793,0.0501535834647337,0.487530614489362,-0.0678785010614507,3.25490196078431,21.5213843077586,18.9527568567782,2.56862745098039,3,48.0370265608653,2,16.0123421869551,20.6790088536218,4.66666666666667,4.21311475409836,18.5942698473905,20.8073846014888,2.21311475409836,2,0.490346007297465,-0.576320659369205,-1.06666666666667,1,-0.958212793314047,0.358487009387691,0.355512696882032
"370",135,0,"A","hypermarket",2,32.0257740095258,2,16.0128870047629,16.0128870047629,0,0,-0.776172639158978,-0.82492923992224,-0.145006319419995,3.25490196078431,21.5213843077586,18.9527568567782,2.56862745098039,2,23.5170373166911,1,11.7585186583455,14.7585186583455,3,4.21311475409836,18.5942698473905,20.8073846014888,2.21311475409836,0,4.25436834641735,1.25436834641735,-3,1,-0.958212793314047,0.358487009387691,0.355512696882032
"371",135,0,"A","supermarket",6,41.5657765241339,3,11.2609627540223,6.92762942068898,4.33333333333333,0.384810200334381,-1.72401086173796,0.901996318250003,-1.72401086173796,3.25490196078431,21.5213843077586,18.9527568567782,2.56862745098039,5,119.616603679489,4,23.9233207358979,25.5233207358979,1.6,4.21311475409836,18.5942698473905,20.8073846014888,2.21311475409836,1,-16.9956913152089,-14.2623579818755,2.73333333333333,-1,-0.958212793314047,0.358487009387691,0.355512696882032
"372",136,0,"A","convenience",2,7.4204109944403,1,9.21020549722015,3.71020549722015,5.5,0.597163657386366,-2.07867688624766,1.62797865530378,-2.13279951008497,3.58,20.5553298803978,17.9553298803978,2.6,5,82.5134409712628,3,16.5026881942526,20.1026881942526,3.6,3.25490196078431,18.9527568567782,21.5213843077586,2.56862745098039,-3,-12.7924826970324,-10.8924826970324,1.9,-2,0.325098039215686,-0.9974269763804,0.0313725490196077
"373",136,0,"A","hypermarket",4,99.5765063017607,3,25.8941265754402,24.8941265754402,1,0.0386187963160909,0.956492385775427,-0.568918036256041,0.928899491647271,3.58,20.5553298803978,17.9553298803978,2.6,2,32.0257740095258,2,16.0128870047629,16.0128870047629,0,3.25490196078431,18.9527568567782,21.5213843077586,2.56862745098039,2,8.88123957067727,9.88123957067727,1,1,0.325098039215686,-0.9974269763804,0.0313725490196077
"374",136,0,"A","supermarket",2,19.426514568273,1,14.2132572841365,9.7132572841365,4.5,0.316605821596044,-1.16330474214008,1.06459592753594,-1.27487654772894,3.58,20.5553298803978,17.9553298803978,2.6,6,41.5657765241339,3,6.92762942068898,11.2609627540223,4.33333333333333,3.25490196078431,18.9527568567782,21.5213843077586,2.56862745098039,-4,2.78562786344752,2.95229453011418,0.166666666666668,-2,0.325098039215686,-0.9974269763804,0.0313725490196077
"375",137,0,"A","convenience",3,60.6523794857785,2,23.2174598285928,20.2174598285928,3,0.129213101784091,0.596878900410739,0.271661440044389,0.448049258494533,4.06779661016949,20.1457476259162,16.8915103377806,3.25423728813559,2,7.4204109944403,1,3.71020549722015,9.21020549722015,5.5,3.58,17.9553298803978,20.5553298803978,2.6,1,16.5072543313727,14.0072543313727,-2.5,1,0.487796610169491,-1.06381954261717,0.654237288135593
"376",137,0,"A","hypermarket",10,103.20310268132,6,15.120310268132,10.320310268132,4.8,0.317453803187929,-0.928899491647271,1.18683143275582,-1.18683143275582,4.06779661016949,20.1457476259162,16.8915103377806,3.25423728813559,4,99.5765063017607,3,24.8941265754402,25.8941265754402,1,3.58,17.9553298803978,20.5553298803978,2.6,6,-14.5738163073082,-10.7738163073082,3.8,3,0.487796610169491,-1.06381954261717,0.654237288135593
"377",137,0,"A","supermarket",7,145.803422837052,5,22.9719175481504,20.8290604052932,2.14285714285714,0.0932815964694981,0.521019853317231,-0.156937484339357,0.534578756638569,4.06779661016949,20.1457476259162,16.8915103377806,3.25423728813559,2,19.426514568273,1,9.7132572841365,14.2132572841365,4.5,3.58,17.9553298803978,20.5553298803978,2.6,5,11.1158031211567,8.75866026401386,-2.35714285714286,4,0.487796610169491,-1.06381954261717,0.654237288135593
"378",138,0,"A","convenience",2,36.4133401634172,2,18.2066700817086,18.2066700817086,0,0,-0.327183087539234,-0.82492923992224,0.180868762637518,3.30612244897959,20.5125208596262,17.1043575943201,3.40816326530612,3,60.6523794857785,2,20.2174598285928,23.2174598285928,3,4.06779661016949,16.8915103377806,20.1457476259162,3.25423728813559,-1,-2.01078974688423,-5.01078974688423,-3,0,-0.761674161189899,0.212847256539465,0.153925977170529
"379",138,0,"A","hypermarket",2,23.3028173404746,1,13.1514086702373,11.6514086702373,1.5,0.114056222995687,-1.34438621411512,-0.358458793251194,-0.956492385775427,3.30612244897959,20.5125208596262,17.1043575943201,3.40816326530612,10,103.20310268132,6,10.320310268132,15.120310268132,4.8,4.06779661016949,16.8915103377806,20.1457476259162,3.25423728813559,-8,1.33109840210529,-1.96890159789471,-3.3,-5,-0.761674161189899,0.212847256539465,0.153925977170529
"380",138,0,"A","supermarket",6,124.728259522002,4,23.4547099203337,20.788043253667,2.66666666666667,0.113694293202699,0.639722628852158,0.115264729059114,0.527787176060503,3.30612244897959,20.5125208596262,17.1043575943201,3.40816326530612,7,145.803422837052,5,20.8290604052932,22.9719175481504,2.14285714285714,4.06779661016949,16.8915103377806,20.1457476259162,3.25423728813559,-1,-0.0410171516262032,0.482792372183326,0.523809523809524,-1,-0.761674161189899,0.212847256539465,0.153925977170529
"381",139,0,"A","convenience",2,29.1017886018381,1,17.0508943009191,14.5508943009191,2.5,0.146619875525546,-0.548236661595321,0.0560598638374478,-0.441538039063518,3.81132075471698,19.0382136177834,16.1891570140098,2.84905660377359,2,36.4133401634172,2,18.2066700817086,18.2066700817086,0,3.30612244897959,17.1043575943201,20.5125208596262,3.40816326530612,0,-3.65577578078955,-1.15577578078955,2.5,-1,0.505198305737389,-0.915200580310245,-0.559106661532537
"382",139,0,"A","hypermarket",3,31.2933094217442,2,15.4311031405814,10.4311031405814,5,0.324020904691563,-0.884418039827597,1.40507156030963,-1.17498679206609,3.81132075471698,19.0382136177834,16.1891570140098,2.84905660377359,2,23.3028173404746,1,11.6514086702373,13.1514086702373,1.5,3.30612244897959,17.1043575943201,20.5125208596262,3.40816326530612,1,-1.2203055296559,2.2796944703441,3.5,1,0.505198305737389,-0.915200580310245,-0.559106661532537
"383",139,0,"A","supermarket",5,38.5349613493309,3,12.1069922698662,7.70699226986618,4.4,0.363426349164476,-1.52580344087058,0.956492385775427,-1.58511073716548,3.81132075471698,19.0382136177834,16.1891570140098,2.84905660377359,6,124.728259522002,4,20.788043253667,23.4547099203337,2.66666666666667,3.30612244897959,17.1043575943201,20.5125208596262,3.40816326530612,-1,-13.0810509838008,-11.3477176504675,1.73333333333333,-1,0.505198305737389,-0.915200580310245,-0.559106661532537
"384",140,0,"A","convenience",1,25.4559604846872,1,25.4559604846872,25.4559604846872,0,0,0.893172680392973,-0.82492923992224,0.994457883209753,2.92105263157895,20.1356477490749,17.7145951174959,2.42105263157895,2,29.1017886018381,1,14.5508943009191,17.0508943009191,2.5,3.81132075471698,16.1891570140098,19.0382136177834,2.84905660377359,-1,10.9050661837681,8.40506618376815,-2.5,0,-0.890268123138033,1.52543810348613,-0.428003972194638
"385",140,0,"A","hypermarket",8,117.093586815055,5,19.3866983518819,14.6366983518819,4.75,0.245013354712815,-0.103398051138894,1.14040491284496,-0.409254447344032,2.92105263157895,20.1356477490749,17.7145951174959,2.42105263157895,3,31.2933094217442,2,10.4311031405814,15.4311031405814,5,3.81132075471698,16.1891570140098,19.0382136177834,2.84905660377359,5,4.20559521130053,3.95559521130053,-0.25,3,-0.890268123138033,1.52543810348613,-0.428003972194638
"386",140,0,"A","supermarket",1,16.457715597935,1,16.457715597935,16.457715597935,0,0,-0.654264867162405,-0.82492923992224,-0.0737912738082727,2.92105263157895,20.1356477490749,17.7145951174959,2.42105263157895,5,38.5349613493309,3,7.70699226986618,12.1069922698662,4.4,3.81132075471698,16.1891570140098,19.0382136177834,2.84905660377359,-4,8.75072332806882,4.35072332806882,-4.4,-2,-0.890268123138033,1.52543810348613,-0.428003972194638
"387",141,0,"A","convenience",2,14.7999258935452,1,11.8999629467726,7.3999629467726,4.5,0.378152437963721,-1.58511073716548,1.06459592753594,-1.65058409181469,2.55,18.9104671952664,15.9354671952664,2.975,1,25.4559604846872,1,25.4559604846872,25.4559604846872,0,2.92105263157895,17.7145951174959,20.1356477490749,2.42105263157895,1,-18.0559975379146,-13.5559975379146,4.5,0,-0.371052631578948,-1.77912792222954,0.553947368421053
"388",141,0,"A","hypermarket",3,38.8734684837982,2,14.6244894945994,12.9578228279327,1.66666666666667,0.113964092030846,-1.08562020055482,-0.3147635663168,-0.721522283982343,2.55,18.9104671952664,15.9354671952664,2.975,8,117.093586815055,5,14.6366983518819,19.3866983518819,4.75,2.92105263157895,17.7145951174959,20.1356477490749,2.42105263157895,-5,-1.67887552394919,-4.76220885728253,-3.08333333333333,-3,-0.371052631578948,-1.77912792222954,0.553947368421053
"389",141,0,"A","supermarket",4,74.2082499689422,3,19.8020624922355,18.5520624922355,1.25,0.0631247376625606,-0.0147454065279029,-0.507556069065684,0.198884696021799,2.55,18.9104671952664,15.9354671952664,2.975,1,16.457715597935,1,16.457715597935,16.457715597935,0,2.92105263157895,17.7145951174959,20.1356477490749,2.42105263157895,3,2.09434689430055,3.34434689430055,1.25,2,-0.371052631578948,-1.77912792222954,0.553947368421053
"390",142,1,"A","convenience",4,85.6690145935863,3,22.6672536483966,21.4172536483966,1.25,0.055145630758335,0.494183671238257,-0.507556069065684,0.589845675184782,2.84444444444444,19.3447219586621,16.5002775142176,2.84444444444444,2,14.7999258935452,1,7.3999629467726,11.8999629467726,4.5,2.55,15.9354671952664,18.9104671952664,2.975,2,14.017290701624,10.767290701624,-3.25,2,0.294444444444444,0.564810318951237,-0.130555555555556
"391",142,1,"A","hypermarket",1,44.2113792174496,1,44.2113792174496,44.2113792174496,0,0,2.59672352145312,-0.82492923992224,2.59672352145312,2.84444444444444,19.3447219586621,16.5002775142176,2.84444444444444,3,38.8734684837982,2,12.9578228279327,14.6244894945994,1.66666666666667,2.55,15.9354671952664,18.9104671952664,2.975,-2,31.2535563895169,29.5868897228502,-1.66666666666667,-1,0.294444444444444,0.564810318951237,-0.130555555555556
"392",142,1,"A","supermarket",2,80.7529810233973,2,40.3764905116986,40.3764905116986,0,0,1.9450853576612,-0.82492923992224,1.9450853576612,2.84444444444444,19.3447219586621,16.5002775142176,2.84444444444444,4,74.2082499689422,3,18.5520624922355,19.8020624922355,1.25,2.55,15.9354671952664,18.9104671952664,2.975,-2,21.8244280194631,20.5744280194631,-1.25,-1,0.294444444444444,0.564810318951237,-0.130555555555556
"393",143,0,"A","convenience",5,66.4209996396676,3,17.2841999279335,13.2841999279335,4,0.231425233258005,-0.514276308000298,0.800313105648729,-0.654264867162405,3.41666666666667,20.3745046962285,17.9022824740063,2.47222222222222,4,85.6690145935863,3,21.4172536483966,22.6672536483966,1.25,2.84444444444444,16.5002775142176,19.3447219586621,2.84444444444444,1,-8.13305372046305,-5.38305372046305,2.75,0,0.572222222222222,1.40200495978868,-0.372222222222222
"394",143,0,"A","hypermarket",5,34.3146465816535,3,10.4629293163307,6.8629293163307,3.6,0.344071902921208,-1.83922327299074,0.480899067874515,-1.75068607125217,3.41666666666667,20.3745046962285,17.9022824740063,2.47222222222222,1,44.2113792174496,1,44.2113792174496,44.2113792174496,0,2.84444444444444,16.5002775142176,19.3447219586621,2.84444444444444,4,-37.3484499011189,-33.7484499011189,3.6,2,0.572222222222222,1.40200495978868,-0.372222222222222
"395",143,0,"A","supermarket",3,66.0153432181105,2,23.3384477393702,22.0051144060368,1.33333333333333,0.0571303348116037,0.62531443790615,-0.448049258494534,0.668946804932195,3.41666666666667,20.3745046962285,17.9022824740063,2.47222222222222,2,80.7529810233973,2,40.3764905116986,40.3764905116986,0,2.84444444444444,16.5002775142176,19.3447219586621,2.84444444444444,1,-18.3713761056618,-17.0380427723285,1.33333333333333,0,0.572222222222222,1.40200495978868,-0.372222222222222
